,review_sent,developer
3910,2,"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason"
39418,2,"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason"
11708,2,Alan Edwardes
32908,2,Alan Edwardes
34836,0,Alan Edwardes
6456,2,Alan Edwardes
39045,0,Alan Edwardes
41369,2,Alan Edwardes
25275,2,Alan Edwardes
44773,1,Alan Edwardes
47050,2,Alan Edwardes
14539,2,Alan Edwardes
33053,2,Alan Edwardes
33019,1,Alan Edwardes
25726,2,Alan Edwardes
2829,2,Alan Edwardes
2286,2,Alan Edwardes
33149,1,Alan Edwardes
28766,2,Alan Edwardes
40403,0,Alan Edwardes
29850,2,Alan Edwardes
28621,2,Alan Edwardes
46294,2,Alan Edwardes
40597,1,Alan Edwardes
31843,2,Alan Edwardes
22505,2,Alan Edwardes
24158,1,Alan Edwardes
35792,2,Alan Edwardes
37962,2,Alan Edwardes
44496,2,Alan Edwardes
30069,2,Alan Edwardes
19632,0,Alan Edwardes
5389,2,Alan Edwardes
49070,2,Alan Edwardes
35930,2,Alan Zucconi
43319,2,Alawar
20801,2,Alawar
22868,2,Alawar Entertainment
29727,1,Aldorlea Games
34769,1,Aleksey Abramenko
41957,0,Aleksey Abramenko
19419,2,Aleksey Abramenko
9640,2,Aleksey Abramenko
25533,1,Alex Zhang
14162,2,Alexander Bruce
10880,2,Alexander Bruce
11800,2,Alexander Bruce
35254,2,Alexander Bruce
16499,2,Alexander Bruce
28673,2,Alexander Bruce
42273,2,Alexander Bruce
42895,2,Alexander Bruce
37786,2,Alexander Bruce
14995,2,Alexander Bruce
28157,2,Alexander Bruce
28267,0,Alexander Bruce
2010,2,Alexander Bruce
27841,1,Alexander Bruce
47979,2,Alexander Bruce
3894,2,Alexander Bruce
45380,2,Alexander Bruce
37536,2,Alexander Bruce
9121,0,Alexander Bruce
36818,2,Alexander Bruce
15375,2,Alexander Bruce
41935,2,Alexander Bruce
4034,0,Alexander Bruce
29897,2,Alexander Bruce
43114,2,Alexander Bruce
42362,0,Alexander Bruce
405,2,Alexander Bruce
7113,2,Alexander Bruce
25296,2,Alexander Bruce
20184,1,Alexander Bruce
6204,2,Alexander Bruce
4061,2,Alexander Bruce
10996,2,Alexander Bruce
36787,2,Alexander Bruce
12227,2,Alexander Bruce
44539,2,Alexander Bruce
25969,2,Alexander Bruce
26473,2,Alexander Bruce
16938,2,Alexander Bruce
13803,1,Alexander Bruce
4489,2,Alexander Bruce
5497,2,Alexander Bruce
46619,2,Alexander Bruce
53769,2,Alexander Bruce
29806,2,Alexander Bruce
41845,2,Alexander Bruce
3733,0,Alexander Bruce
46267,0,Alexander Bruce
41628,1,Alexander Bruce
31270,2,Alexander Bruce
5618,2,Alexander Bruce
42164,2,"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy"
16935,2,Alice &amp; Smith
1993,1,Alien Pixel Studios
27097,1,Alien Pixel Studios
53811,0,Alien Sync Interactive
33686,2,Alientrap
27938,2,Alientrap
40847,2,Alientrap
15785,2,Alientrap
31607,0,Alientrap
12051,0,Alientrap
47402,2,Alientrap
44408,1,Alientrap
34999,2,Alientrap
9154,2,Alientrap
48403,2,Alientrap
13497,2,Allen Dayan
36881,2,Almost Human Games
25520,2,Almost Human Games
23506,0,Almost Human Games
38678,0,Almost Human Games
46179,2,Almost Human Games
5547,1,Almost Human Games
2608,2,Almost Human Games
37951,0,Almost Human Games
13969,0,Almost Human Games
20121,1,Altar Games
41573,0,Altar Games
41704,2,Alternative Software Ltd
45357,2,Amanita Design
3524,2,Amanita Design
43285,2,Amanita Design
10989,1,Amanita Design
26503,1,Amanita Design
33585,2,Amanita Design
29349,2,Amanita Design
48948,2,Amanita Design
38622,0,"Amaranth Games, LLC"
6753,2,Amaterasu Software
107,2,Anarchy Enterprises
35024,0,Anarchy Enterprises
505,0,Andrew Gilmour
37537,0,Andrew Gilmour
34924,2,"AndrewMD5,Codeusa"
37391,2,"AndrewMD5,Codeusa"
41840,2,Andrii Vintsevych
2880,1,Andrii Vintsevych
47543,2,Andrii Vintsevych
27816,0,Andrii Vintsevych
45386,2,Andrii Vintsevych
34362,0,Andrii Vintsevych
26889,0,Andrii Vintsevych
19393,2,Andrii Vintsevych
21563,2,Andrii Vintsevych
4845,0,Andrii Vintsevych
46335,2,Andrii Vintsevych
50234,0,Andrii Vintsevych
36533,0,Andrii Vintsevych
10867,0,Andrii Vintsevych
35931,2,Andrii Vintsevych
31862,1,Andy Wallace
40925,2,Andy Wallace
40926,0,Angry Mob Games
24025,1,Animation Arts
33636,2,Animu Game
35320,2,Anisoptera Games
39711,0,Anisoptera Games
25763,2,Anisoptera Games
4079,2,Anisoptera Games
34454,0,Anisoptera Games
51185,2,Ankama Studio
26723,1,Ankama Studio
36062,2,Ankama Studio
40215,2,Ankama Studio
35393,2,Ankama Studio
20467,2,Ankama Studio
46155,2,Ankama Studio
430,2,Ankama Studio
19288,2,Anothink
15798,0,Anothink
53874,2,"Antanas Marcelionis,Renė Petrulienė"
25596,1,Anteater Games
9155,2,Antonio Renna
17392,2,Antonio Renna
5282,2,Antonio Renna
14594,0,Anvate Games
46281,2,Apeiron
12628,0,Aperture Tag Team
38306,2,Aperture Tag Team
38794,2,Aperture Tag Team
43244,2,Aperture Tag Team
37765,2,Aperture Tag Team
23730,2,Aperture Tag Team
9899,2,Aperture Tag Team
28390,2,Aperture Tag Team
12133,2,Aperture Tag Team
25457,0,Aperture Tag Team
38806,2,Aperture Tag Team
19625,2,Aquiris Game Studio
53358,0,Aquiris Game Studio
29230,2,Arachnid Games
33571,2,Arachnid Games
13001,2,Aratog LLC
45716,1,Arc System Works
459,2,Arc System Works
32204,2,Arc System Works
18260,2,Arc System Works
10231,2,Arc System Works
17651,2,Arc System Works
27173,1,Arc System Works
7591,2,Arc System Works
46229,2,Arc System Works
46071,2,Arc System Works
2338,2,"Arcen Games, LLC"
30161,2,"Arcen Games, LLC"
13518,2,"Arcen Games, LLC"
38371,2,"Arcen Games, LLC"
5008,1,"Arcen Games, LLC"
37911,2,"Arcen Games, LLC"
16188,2,"Arcen Games, LLC"
32466,2,"Arcen Games, LLC"
19906,2,"Arcen Games, LLC"
8933,2,Archive Entertainment
28913,2,Archive Entertainment
44902,2,Archive Entertainment
2695,0,Archive Entertainment
14736,2,Archive Entertainment
21683,2,Archive Entertainment
43624,2,Archive Entertainment
38663,2,Archive Entertainment
40455,0,Archive Entertainment
38627,0,Archive Entertainment
41375,2,Archive Entertainment
52540,2,Archive Entertainment
1136,0,Archive Entertainment
32651,2,Archive Entertainment
48007,2,Archive Entertainment
28101,1,Archive Entertainment
26996,2,Archive Entertainment
16550,2,Archive Entertainment
38052,2,Archive Entertainment
17554,2,Archive Entertainment
53516,1,Archive Entertainment
49976,0,Archive Entertainment
2057,2,Archive Entertainment
49807,2,Archive Entertainment
39904,0,Archive Entertainment
46074,1,Archive Entertainment
36258,1,Archive Entertainment
36038,1,Archive Entertainment
44297,1,Archive Entertainment
49258,1,Archive Entertainment
20559,1,Archive Entertainment
51727,2,Archive Entertainment
32701,2,Archive Entertainment
52644,1,Archive Entertainment
21636,0,Archive Entertainment
40570,2,Archive Entertainment
37979,0,Archive Entertainment
26764,2,Archive Entertainment
11400,2,Archive Entertainment
21257,1,Arkane Studios
27838,2,Arkane Studios
4249,2,Arkane Studios
45282,2,Arkane Studios
25113,2,Arkane Studios
45360,1,Arkane Studios
53085,2,Arkane Studios
2224,2,Arkane Studios
27419,1,Arkane Studios
46763,2,Arkane Studios
45421,2,Arkane Studios
47134,2,Arkane Studios
41193,0,Arkane Studios
41056,2,Arkane Studios
24045,2,Arkane Studios
1480,2,Arkane Studios
36050,2,Arkane Studios
27824,2,Arkane Studios
37815,2,Arkane Studios
25016,2,Arkane Studios
34042,1,Arkane Studios
16203,0,Arkane Studios
38140,2,Arkane Studios
13413,2,Arkane Studios
14935,2,Arkane Studios
38780,2,Arkane Studios
47459,2,Arkane Studios
1953,2,Arkane Studios
14135,1,Arkane Studios
2476,2,Arkane Studios
2414,2,Arkane Studios
14677,1,Arkane Studios
47294,2,Arkane Studios
28354,2,Arkane Studios
38784,0,Arkane Studios
21582,1,Arkane Studios
25370,2,Arkane Studios
12343,0,Arkane Studios
34338,2,Arkane Studios
49575,2,Arkane Studios
41285,2,Arkane Studios
20494,1,Arkane Studios
44915,2,Arkane Studios
23812,2,Arkane Studios
29132,2,Arkane Studios
24648,2,Arkane Studios
38778,2,Arkane Studios
28145,2,Arkane Studios
41389,2,Arkane Studios
12212,2,Arkane Studios
42889,1,Arkane Studios
28139,2,Arkane Studios
15424,2,Arkane Studios
28239,1,Arkane Studios
42859,0,Arkane Studios
28347,2,Arkane Studios
41097,2,Arkane Studios
50802,1,Arkane Studios
31987,2,Arkane Studios
22014,0,Arkane Studios
43507,0,Arkane Studios
48362,2,Arkane Studios
16488,0,Arkane Studios
1898,2,Arkane Studios
38291,2,Arkane Studios
18315,2,Arkane Studios
10060,2,Arkane Studios
26147,2,Arkane Studios
32457,1,Arkane Studios
7692,2,Arkane Studios
11310,2,Arkane Studios
28697,0,Arkane Studios
51478,2,Arkane Studios
23128,0,Arkane Studios
48870,2,Arkane Studios
50020,1,Arkane Studios
18507,0,Arkane Studios
26338,0,Arkane Studios
32743,2,Arkane Studios
43450,1,Arkane Studios
19440,2,Arkane Studios
35714,2,Arkane Studios
25657,2,Arkane Studios
9273,1,Arkane Studios
41924,1,Arkane Studios
18271,2,Arkane Studios
39481,2,Arkane Studios
36802,0,Arkane Studios
37388,1,Arkane Studios
7397,2,Arkane Studios
37399,2,Arkane Studios
17807,2,Arkane Studios
46805,1,Arkane Studios
25913,2,Arkane Studios
42063,2,Arkane Studios
17766,2,Arkane Studios
26000,2,Arkane Studios
47010,2,Arkane Studios
6872,2,Arkane Studios
18024,0,Arkane Studios
39891,1,Arkane Studios
34674,0,Arkane Studios
26059,1,Arkane Studios
40848,0,Arkane Studios
27177,2,Arkane Studios
18131,1,Arkane Studios
37882,0,Arkane Studios
34650,1,Arkane Studios
26073,0,Arkane Studios
51669,2,Arkane Studios
6858,2,Arkane Studios
34719,2,Arkane Studios
3298,0,Arkane Studios
9075,2,Arkane Studios
610,2,Arkane Studios
35161,2,Arkane Studios
32631,2,Arkane Studios
8929,2,Arkane Studios
19335,2,Arkane Studios
30900,0,Arkane Studios
40743,2,Arkane Studios
28528,2,Arkane Studios
35763,0,Arkane Studios
12035,2,Arkane Studios
9206,1,Arkane Studios
48293,2,Arkane Studios
26663,2,Arkane Studios
28541,2,Arkane Studios
46464,2,Arkane Studios
30548,2,Arkavi Studios
49455,2,Arkedo
4905,2,Arkedo
16633,2,Arkedo
47647,1,Arkedo
31415,0,Armature Studio
32,1,Arrowhead Game Studios
18109,0,Arrowhead Game Studios
26413,1,Arrowhead Game Studios
18992,0,Arrowhead Game Studios
26068,2,Arrowhead Game Studios
42978,2,Arrowhead Game Studios
45988,2,Arrowhead Game Studios
18175,2,Arrowhead Game Studios
16083,2,Arrowhead Game Studios
10235,2,Arrowhead Game Studios
48061,1,Arrowhead Game Studios
14878,2,Arrowhead Game Studios
18055,1,Arrowhead Game Studios
8343,1,Arrowhead Game Studios
13021,2,Arrowhead Game Studios
21864,2,Arrowhead Game Studios
8534,1,Arrowhead Game Studios
45800,0,Arrowhead Game Studios
3474,2,Arrowhead Game Studios
43277,1,Arrowhead Game Studios
43279,1,Arrowhead Game Studios
30356,0,Arrowhead Game Studios
39258,2,Arrowhead Game Studios
30513,1,Arrowhead Game Studios
8547,0,Arrowhead Game Studios
46760,1,Arrowhead Game Studios
8648,2,Arrowhead Game Studios
10408,2,Arrowhead Game Studios
3006,0,Arrowhead Game Studios
49858,0,Arrowhead Game Studios
18073,2,Arrowhead Game Studios
7595,2,Arrowhead Game Studios
31695,1,Arrowhead Game Studios
3556,1,Arrowhead Game Studios
14734,2,Arrowhead Game Studios
41686,1,Arrowhead Game Studios
24772,2,Arrowhead Game Studios
37129,1,Arrowhead Game Studios
48110,2,Arrowhead Game Studios
26826,2,Arrowhead Game Studios
41288,2,Arrowhead Game Studios
39063,2,Arrowhead Game Studios
26447,1,Arrowhead Game Studios
15634,2,Arrowhead Game Studios
40646,2,Arrowhead Game Studios
49139,2,Arrowhead Game Studios
15581,2,Arrowhead Game Studios
48497,1,Arrowhead Game Studios
9234,1,Arrowhead Game Studios
24642,0,Arrowhead Game Studios
41450,2,Arrowhead Game Studios
8185,2,Arrowhead Game Studios
42548,1,Arrowhead Game Studios
39036,1,Arrowhead Game Studios
14080,1,Arrowhead Game Studios
38157,2,Arrowhead Game Studios
32648,2,Arrowhead Game Studios
41571,0,Arrowhead Game Studios
24059,2,Arrowhead Game Studios
21586,2,Arrowhead Game Studios
36092,2,Arrowhead Game Studios
51977,2,Arrowhead Game Studios
38815,2,Arrowhead Game Studios
37003,2,Arrowhead Game Studios
36086,2,Arrowhead Game Studios
52287,2,Arrowhead Game Studios
37104,0,Arrowhead Game Studios
26482,2,Arrowhead Game Studios
33912,2,Arrowhead Game Studios
38951,0,Arrowhead Game Studios
3176,0,Arrowhead Game Studios
43372,1,Arrowhead Game Studios
29849,2,Arrowhead Game Studios
9087,1,Arrowhead Game Studios
43836,2,Arrowhead Game Studios
40628,2,Arrowhead Game Studios
23699,0,Arrowhead Game Studios
34533,2,Arrowhead Game Studios
45889,2,Arrowhead Game Studios
47914,1,Arrowhead Game Studios
34682,2,Arrowhead Game Studios
49618,2,Arrowhead Game Studios
34659,1,Arrowhead Game Studios
41719,2,Arrowhead Game Studios
16923,2,Arrowhead Game Studios
23465,1,Arrowhead Game Studios
17520,2,Arrowhead Game Studios
41760,2,Arrowhead Game Studios
12557,2,Arrowhead Game Studios
12552,2,Arrowhead Game Studios
33291,0,Arrowhead Game Studios
25190,1,Arrowhead Game Studios
11274,2,Arrowhead Game Studios
10831,1,Arrowhead Game Studios
12079,2,Arrowhead Game Studios
2303,2,Arrowhead Game Studios
25628,2,Arrowhead Game Studios
27429,2,Arrowhead Game Studios
1143,0,Arrowhead Game Studios
16829,2,Arrowhead Game Studios
11500,2,Arrowhead Game Studios
25416,2,Arrowhead Game Studios
40897,2,Arrowhead Game Studios
25394,1,Arrowhead Game Studios
12533,1,Arrowhead Game Studios
1128,1,Arrowhead Game Studios
51255,2,Arrowhead Game Studios
32194,2,Artefacts Studio
23939,1,Artefacts Studios
41964,2,Artery Games
4036,2,Artery Games
33129,1,Artery Games
12124,2,Artery Games
41058,0,Artery Games
42337,1,Artery Games
25900,1,Artery Games
41150,2,Artery Games
10747,1,Artery Games
27894,1,Artifex Mundi
16190,0,Artifex Mundi
41517,2,Artifex Mundi
3721,2,Artifice Studio
20804,0,Artifice Studio
42001,2,Artifice Studio
23656,1,Artifice Studio
9930,0,Ascaron
804,2,Ascaron
4180,0,Ascaron Entertainment ltd.
41190,2,Ascaron Entertainment ltd.
11332,2,Ascension Entertainment LLC
20851,0,Ascension Entertainment LLC
19210,2,Ascension Entertainment LLC
39043,2,Ascension Entertainment LLC
15328,2,Ascension Entertainment LLC
19212,2,Ascension Entertainment LLC
33700,1,Ascension Entertainment LLC
51421,2,Aspyr
49127,2,Aspyr
44094,1,Aspyr
49812,2,Aspyr
24984,2,Aspyr Studios
48728,2,Aspyr Studios
25949,0,Aspyr Studios
35992,2,Aspyr Studios
37756,2,Aspyr Studios
14947,0,Aspyr Studios
49502,2,Aspyr Studios
19640,1,Aspyr Studios
3354,0,"Aspyr,Quantic Dream (original release)"
8974,2,Atapki
28851,2,Atelier 801
20726,2,Atelier 801
11156,2,Atelier 801
36997,1,Atelier 801
40075,1,Atelier 801
24032,2,Atelier 801
39470,2,Atelier 801
51919,2,Atelier 801
7486,1,Atelier 801
3480,0,Atelier 801
32316,1,Atelier 801
15020,2,Atelier 801
28209,2,Atelier 801
37311,0,Atelier 801
48217,1,Atelier 801
25691,1,Atelier 801
1880,1,Atelier 801
16049,2,Atelier 801
24493,2,Atelier 801
34390,2,Atelier 801
21675,2,Atelier 801
37695,2,Atelier 801
2187,2,Atelier 801
16225,1,Atelier 801
50804,1,Atelier 801
19779,2,Atelier 801
34384,2,Atelier 801
6719,1,Atom Republic
3264,2,AtomicTorch Studio
13798,2,Atum Software
21644,2,Atypical Games
28619,2,Aurelien Regard
16243,2,Austin Handle
15804,2,"Autobotika,Game Nation Inc"
7637,2,Avalanche Software
9658,1,Avalanche Software
16463,0,Avalanche Software
6675,2,Avalanche Studios
4843,2,Avalanche Studios
8339,0,Avalanche Studios
42508,2,Avalanche Studios
8445,1,Avalanche Studios
53398,2,Avalanche Studios
48334,2,Avalanche Studios
36572,2,Avalanche Studios
43335,1,Avalanche Studios
8337,0,Avalanche Studios
33704,0,Avalanche Studios
46191,2,Avalanche Studios
4544,2,Avalanche Studios
27336,2,Avalanche Studios
14681,2,Avalanche Studios
14468,2,Avalanche Studios
43102,2,Avalanche Studios
28527,2,Avalanche Studios
12087,0,Avalanche Studios
38164,2,Avalanche Studios
28424,2,Avalanche Studios
30174,2,Avalanche Studios
41360,1,Avalanche Studios
3435,1,Avalanche Studios
8775,2,Avalanche Studios
43339,1,Avalanche Studios
4498,2,Avalanche Studios
14415,2,Avalanche Studios
47063,2,Avalanche Studios
14930,2,Avalanche Studios
14443,1,Avalanche Studios
28045,1,Avalanche Studios
47701,2,Avalanche Studios
46193,2,Avalanche Studios
14526,2,Avalanche Studios
48102,2,Avalanche Studios
12052,0,Avalanche Studios
9313,1,Avalanche Studios
50854,2,Avalanche Studios
28417,2,Avalanche Studios
48313,2,Avalanche Studios
27381,0,Avalanche Studios
11853,1,Avalanche Studios
3336,2,Avalanche Studios
39510,1,Avalanche Studios
30235,1,Avalanche Studios
44448,2,Avalanche Studios
41866,0,Avalanche Studios
8254,2,Avalanche Studios
52144,2,Avalanche Studios
14665,2,Avalanche Studios
35220,2,Avalanche Studios
2507,2,Avalanche Studios
14779,2,Avalanche Studios
24529,1,Avalanche Studios
4700,0,Avalanche Studios
8627,2,Avalanche Studios
53427,2,Avalanche Studios
2510,2,Avalanche Studios
24547,2,Avalanche Studios
45990,2,Avalanche Studios
9033,0,Avalanche Studios
4718,1,Avalanche Studios
30117,2,Avalanche Studios
35765,0,Avalanche Studios
39506,0,Avalanche Studios
14629,2,Avalanche Studios
51404,1,Avalanche Studios
6855,0,Avalanche Studios
28525,2,Avalanche Studios
47699,2,Avalanche Studios
28070,2,Avalanche Studios
6678,1,Avalanche Studios
39310,0,Avalanche Studios
8541,2,Avalanche Studios
11736,2,Avalanche Studios
36657,2,Avalanche Studios
46980,2,Avalanche Studios
33679,1,Avalanche Studios
8249,2,Avalanche Studios
36655,2,Avalanche Studios
47476,2,Avalanche Studios
2640,2,Avalanche Studios
12103,2,Avalanche Studios
14608,0,Avalanche Studios
51383,1,Avalanche Studios
3324,2,Avalanche Studios
8316,2,Avalanche Studios
3938,0,Avalanche Studios
12069,2,Avalanche Studios
28163,2,Avalanche Studios
6997,2,Avalanche Studios
24703,0,Avalanche Studios
34785,2,Avalanche Studios
30395,2,Avalanche Studios
25999,0,Avalanche Studios
3738,2,Avalanche Studios
7349,2,Avalanche Studios
47179,2,Avalanche Studios
2876,2,Avalanche Studios
25872,1,Avalanche Studios
10894,2,Avalanche Studios
7194,0,Avalanche Studios
42162,2,Avalanche Studios
5614,1,Avalanche Studios
34212,1,Avalanche Studios
34653,0,Avalanche Studios
34023,1,Avalanche Studios
24981,2,Avalanche Studios
11065,0,Avalanche Studios
45079,2,Avalanche Studios
7122,0,Avalanche Studios
48430,0,Avalanche Studios
6222,2,Avalanche Studios
36412,2,Avalanche Studios
24949,0,Avalanche Studios
2101,2,Avalanche Studios
42163,2,Avalanche Studios
5533,2,Avalanche Studios
53373,2,Avalanche Studios
4055,2,Avalanche Studios
13732,2,Avalanche Studios
36019,1,Avalanche Studios
25972,2,Avalanche Studios
2183,1,Avalanche Studios
13385,2,Avalanche Studios
51577,2,Avalanche Studios
45807,2,Avalanche Studios
25182,0,Avalanche Studios
2918,2,Avalanche Studios
2290,2,Avalanche Studios
47189,2,Avalanche Studios
5988,2,Avalanche Studios
5966,2,Avalanche Studios
6062,2,Avalanche Studios
48388,0,Avalanche Studios
13106,2,Avalanche Studios
34145,2,Avalanche Studios
52683,2,Avalanche Studios
27048,2,Avalanche Studios
37000,2,Avalanche Studios
35601,2,Avalanche Studios
13217,2,Avalanche Studios
53513,2,Avalanche Studios
10653,0,Avalanche Studios
38019,2,Avalanche Studios
10610,2,Avalanche Studios
41649,2,Avalanche Studios
34080,2,Avalanche Studios
25951,0,Avalanche Studios
2321,0,Avalanche Studios
34074,2,Avalanche Studios
13328,2,Avalanche Studios
34706,1,Avalanche Studios
7549,0,Avalanche Studios
13365,1,Avalanche Studios
5813,1,Avalanche Studios
46059,2,Avalanche Studios
13746,1,Avalanche Studios
52783,2,Avalanche Studios
35018,2,Avalanche Studios
26269,2,Avalanche Studios
38060,2,Avalanche Studios
35478,2,Avalanche Studios
24817,2,Avalanche Studios
36173,2,Avalanche Studios
7824,2,Avalanche Studios
7856,2,Avalanche Studios
7056,0,Avalanche Studios
6395,2,Avalanche Studios
11368,2,Avalanche Studios
47088,1,Avalanche Studios
28820,2,Avalanche Studios
28663,1,Avalanche Studios
3679,2,Avalanche Studios
12448,2,Avalanche Studios
5090,1,Avalanche Studios
28662,2,Avalanche Studios
47067,2,Avalanche Studios
52216,1,Avalanche Studios
47846,2,Avalanche Studios
46978,1,Avalanche Studios
26845,2,Avalanche Studios
5030,2,Avalanche Studios
