developer,year_posted,recommend,review_sent
"Funselektor Labs Inc.,FlippFly",2015,5,9
Lab Zero Games,2013,7,9
Heart Machine,2016,7,9
Tripwire Interactive,2010,6,9
David Szymanski,2015,4,9
OVERKILL Software,2016,5,9
AMPLITUDE Studios,2013,6,9
Mr. Blue,2015,4,9
Dodge Roll,2016,5,9
Sector3 Studios,2014,4,9
Reiza Studios,2015,5,9
Team Fractal Alligator,2016,6,9
The Creative Assembly,2015,6,9
"Vblank Entertainment, Inc.",2014,5,9
DL Softworks,2015,4,9
Landon Podbielski,2016,7,9
"Codemasters Racing,Feral Interactive (Mac)",2013,5,9
id Software,2011,5,9
Pocketwatch Games,2015,6,9
Running With Scissors,2013,7,9
Zachtronics,2014,3,9
treeform,2016,5,9
Bankroll Studios,2016,4,9
"KOEI TECMO GAMES CO., LTD.",2015,8,9
"PopCap Games, Inc.",2013,5,9
IO Interactive,2015,3,9
"Monolith Productions, Inc.",2012,5,9
Exe Games Inc.,2014,1,9
Senscape,2014,6,9
Born Ready Games Ltd.,2013,4,9
Reloaded Productions,2012,6,9
"Relic Entertainment,Feral Interactive (Mac/Linux)",2011,5,9
Capcom Vancouver,2014,3,9
Bugbear Entertainment,2014,5,9
Shining Rock Software LLC,2016,6,9
"Mario von Rickenbach,Michael Frei",2016,5,9
"Idea Factory,Compile Heart",2016,5,9
Larian Studios,2015,6,9
Grey Havens,2012,6,9
Tate Multimedia,2014,4,9
Ronimo Games,2016,6,9
"Vanguard Games,343 Industries",2015,4,9
"CAPCOM Co., Ltd.",2016,7,9
GSC Game World,2015,5,9
DotEmu,2015,2,9
Stardock Entertainment,2015,5,10
The Sims Studio,2016,5,10
Counterplay Games Inc.,2016,4,10
Michael Zahniser,2015,5,10
Humongous Entertainment,2014,6,10
"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",2014,5,10
"Binary Zoo,The Game Creators",2015,6,10
LucasArts,2016,6,10
Erik Asmussen,2015,6,10
Stoic,2014,4,10
Stegersaurus Software Inc.,2014,9,10
Alexander Bruce,2015,6,10
Team17 Digital Ltd,2013,6,10
David OReilly,2016,3,10
Ninja Kiwi,2015,6,10
Going Loud Studios,2015,6,10
South East Games,2015,6,10
Blue Byte,2015,2,10
Paul Fisch,2015,4,10
Matthew Brown,2015,6,10
Two Tribes,2013,5,10
Noble Empire Corp.,2015,5,10
Spiderling Studios,2016,8,10
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2016,5,10
Code}{atch,2016,4,10
Mad Otter Games,2014,5,10
Hunted Cow Studios,2014,4,10
The Indie Stone,2015,5,10
Power of 2,2013,7,10
Introversion Software,2013,7,10
Defiant Development,2015,5,10
Phosphor Games Studio,2013,5,10
△○□× (Miwashiba),2016,5,10
Poppermost Productions,2014,4,10
Ninja Theory,2014,8,10
ACQUIRE Corp.,2015,5,10
Frictional Games,2013,9,10
Nomad Games,2014,5,10
Bithell Games,2013,8,10
Subset Games,2016,9,10
Dylan Fitterer,2011,5,10
"Space Cat Studios,SnowFlame,Back To Basics Gaming",2016,5,10
Grey Havens,2011,6,10
Ronimo Games,2012,5,10
Crows Crows Crows,2016,7,10
Blind Sky Studios,2016,5,10
9heads Game Studios,2015,5,10
Giants Software,2015,7,10
"2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)",2016,5,10
Shiro Games,2014,7,10
Giants Software,2016,6,10
Cold Beam Games,2014,6,10
Radiant Entertainment,2015,5,10
GalaxyTrail,2015,3,10
Capcom,2013,7,10
U-Play Online,2016,5,10
Samurai Punk,2014,5,10
Doctor Entertainment AB,2014,3,10
2K Marin,2014,5,10
"Elias Viglione,Jussi Kukkonen",2014,5,10
Rockstar Studios,2016,4,10
800 North and Digital Ranch,2016,7,10
Bugbear,2015,5,10
Zeiva Inc,2015,5,10
4 I Lab,2016,4,10
Arc System Works,2014,6,10
"Team Bondi,Rockstar Leeds",2015,5,10
Carbon Games,2016,6,10
Night Node,2015,5,10
"TT Games Ltd,Feral Interactive (Mac)",2015,5,10
Microsoft Game Studios,2016,6,10
Iridium Studios,2015,3,10
Icetesy SPRL,2014,5,10
Sector3 Studios,2013,6,10
WARTEAM,2016,2,10
Dragonfly,2015,4,10
"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",2015,6,10
"Traveller's Tales,Feral Interactive (Mac)",2016,4,10
Critical Studio,2013,6,10
CodeBrush Games,2013,5,11
Rogue Snail,2015,6,11
Eyedentity Games Inc.,2014,6,11
Those Awesome Guys,2016,5,11
"2K Boston,2K Australia",2016,7,11
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2016,8,11
800 North and Digital Ranch,2015,13,11
DICE,2012,8,11
"Maciej Targoni,Wojciech Wasiak",2015,8,11
Uber Entertainment,2012,7,11
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2016,6,11
"Maciej Targoni,Wojciech Wasiak",2016,7,11
5Wolf,2016,9,11
"Gearbox Software,Aspyr (Mac)",2015,7,11
Gas Powered Games,2016,6,11
Playdead,2014,7,11
Machine Games,2016,6,11
Holotech Studios,2014,7,11
Arrowhead Game Studios,2011,6,11
XLGAMES,2015,5,11
Coffee Stain Studios,2013,6,11
Robot Entertainment,2015,6,11
BANDAI NAMCO Studio Inc.,2015,6,11
Obsidian Entertainment,2012,6,11
Radical Entertainment,2014,6,11
Vlambeer,2013,9,11
Krillbite Studio,2016,8,11
SEGA,2016,9,11
AMPLITUDE Studios,2016,6,11
Hello There AB,2015,7,11
Sos,2013,7,11
Ubisoft Montréal,2014,8,11
EA Redwood Shores,2013,7,11
Katauri,2014,5,11
"Volition,Reactor Zero,THQ Nordic",2015,9,11
Rockstar Games,2016,7,11
PlatinumGames,2015,6,11
MiniBoss,2015,7,11
"Idea Factory,Compile Heart,Felistella",2015,7,11
Maxis™,2015,6,11
Bluebutton Games,2015,6,11
Ivory Tower in collaboration with Ubisoft Reflections,2014,7,11
Ascension Entertainment LLC,2015,4,11
marbenx,2016,10,11
"Expansive Worlds,Avalanche Studios",2016,2,11
GSC Game World,2014,6,12
Exe Games Inc.,2015,2,12
"Pixel Dash Studios, EQgames",2014,6,12
Farsky Interactive,2014,7,12
OVERDRIVE,2015,6,12
"CyberConnect2 Co., Ltd.",2014,7,12
CD PROJEKT RED,2016,8,12
Creability,2014,7,12
Nadeo,2013,7,12
Aperture Tag Team,2014,4,12
Hidden Path Entertainment,2014,6,12
Petroglyph,2016,6,12
Pocketwatch Games,2013,7,12
Traveller's Tales,2013,8,12
BioWare,2016,6,12
Cryptic Studios,2016,5,12
BeamNG,2015,10,12
Gaijin Games,2013,7,12
"Eidos Montreal,Feral Interactive (Mac)",2015,6,12
Crackshell,2014,8,12
Crowbar Collective,2016,6,12
Reverie World Studios,2015,6,12
Team Reptile,2015,7,12
Milkstone Studios,2014,7,12
Ubisoft - San Francisco,2014,6,12
Michael Todd Games,2013,6,12
"BioWare,Aspyr (Mac)",2015,8,12
Techland,2013,6,12
Red Barrels,2013,11,12
SmashGames,2016,5,12
Transhuman Design,2015,6,12
Bossa Studios,2016,9,12
Nickervision Studios,2016,6,12
Ion Storm,2014,8,12
Tomorrow Corporation,2014,9,12
"Mediatonic,Hato Moa,The Irregular Corporation",2015,7,12
Dan Fornace,2016,7,12
Flying Wild Hog,2016,12,12
Digitalmindsoft,2014,10,12
Elijah Newman-Gomez,2014,6,12
Moon Studios GmbH,2016,7,12
Arkane Studios,2012,6,12
Brace Yourself Games,2015,10,12
Volition,2011,7,12
Reakktor Studios,2015,6,12
Volition,2012,8,12
OVERKILL Software,2012,7,12
Positech Games,2015,5,12
Ed Key and David Kanaga,2014,5,12
Xaviant,2014,7,12
Volition,2016,7,12
HuniePot,2016,6,12
Ensemble Studios,2015,8,13
Fullbright,2015,6,13
Io-Interactive A/S,2015,7,13
"Big Huge Games,38 Studios",2014,8,13
Subset Games,2012,7,13
11 bit studios,2014,13,13
CyberConnect2 Co. Ltd.,2016,10,13
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2016,7,13
"Elias Viglione,Jussi Kukkonen",2016,6,13
Paul Fisch,2014,7,13
Gearbox Software,2011,8,13
Supergiant Games,2011,7,13
Elijah Newman-Gomez,2015,5,13
"United Front Games,Feral Interactive (Mac)",2015,7,13
Humble Hearts LLC,2015,8,13
Brilliant Skies Ltd.,2015,8,13
"Mario von Rickenbach,Michael Frei",2015,7,13
Mode 7,2014,6,13
Mint Age Studios,2015,4,13
stage-nana,2014,10,13
Flying Wild Hog,2015,10,13
Minor Key Games,2015,7,13
5th Cell Media,2015,5,13
Squad,2016,8,13
Creative Assembly,2016,8,13
Eugen Systems,2015,8,13
Sos,2014,6,13
Sorath,2016,10,13
Wolfire Games,2015,10,13
Rockstar Games,2013,8,13
Humble Hearts LLC,2013,7,13
"BioWare,Aspyr (Mac)",2014,5,13
Robot Entertainment,2012,7,13
Rockstar Studios,2013,7,13
"Jagex,Artplant",2016,9,13
"Infinity Ward,Aspyr (Mac)",2012,9,13
Offworld Industries,2015,8,13
"BitMonster, Inc.",2015,5,13
EA Los Angeles,2015,8,13
OVERDRIVE,2014,6,13
Yacht Club Games,2015,7,13
KOG,2014,11,13
Muse Games,2013,8,13
Ndemic Creations,2016,9,13
"2K Czech,Feral Interactive (Mac)",2013,9,13
Freebird Games,2016,8,13
Double Fine Productions,2016,7,13
Polytron Corporation,2013,6,13
Criterion Games,2015,8,13
Giants Software,2013,8,13
Abbey Games,2013,7,14
JForce Games,2015,9,14
Odin Game Studio,2015,4,14
Hi-Rez Studios,2012,9,14
Joycity,2015,7,14
"Eric Hartman,Ben Garney,Anthony Rotondo",2014,9,14
"Mine Loader Software Co., Ltd.",2015,7,14
Criterion Games,2013,7,14
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",2014,7,14
Trendy Entertainment,2012,7,14
S2 Games,2015,9,14
Synergy Team,2015,8,14
Zenimax Online Studios,2016,6,14
GhostShark,2015,7,14
"Elias Viglione,Jussi Kukkonen",2015,7,14
DoubleDutch Games,2013,6,14
Lukewarm Media,2013,7,14
Carbine Studios,2016,6,14
City Interactive,2014,5,14
"Lion Game Lion,OVERKILL - a Starbreeze Studio.",2015,8,14
Bitbox Ltd.,2016,6,14
Undead Labs,2015,10,14
WeMade,2016,7,14
id Software,2013,10,14
11 bit studios,2016,16,14
Thomas Bowker,2015,10,14
Red Hook Studios,2016,14,14
"Spike Chunsoft Co., Ltd.,Abstraction Games",2016,8,14
3909,2015,12,14
Poppermost Productions,2015,7,14
The Sims Studio,2014,14,14
"Space Cat Studios,SnowFlame,Back To Basics Gaming",2015,8,14
Fullbright,2013,8,14
Team17 Digital Ltd,2015,10,14
Crytek Studios,2014,10,14
"Io-Interactive A/S,Feral Interactive (Mac)",2016,8,14
Hanako Games,2014,9,14
"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2016,8,14
South East Games,2016,10,14
Cellar Door Games,2015,8,14
Lukewarm Media,2014,8,14
Polytron Corporation,2015,7,14
Nadeo,2015,8,15
Eyedentity Games Inc.,2015,9,15
Nomad Games,2015,7,15
"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",2014,12,15
Ndemic Creations,2015,12,15
Handyman Studios,2014,5,15
Necrophone Games,2015,9,15
"PopCap Games, Inc.",2015,11,15
TaleWorlds Entertainment,2012,13,15
"PopCap Games, Inc.",2014,11,15
Green Lava Studios,2016,9,15
Visual Concepts,2016,7,15
Boneloaf,2016,7,15
Supergiant Games,2012,9,15
Michael Todd Games,2014,9,15
Sumo Digital,2014,9,15
Suspicious Developments,2016,9,15
Flying Wild Hog,2013,10,15
Trendy Entertainment,2016,9,15
Trendy Entertainment,2013,10,15
KOG,2015,9,15
Elecorn,2015,8,15
"Trion Worlds, Inc.",2013,9,15
"NetherRealm Studios,High Voltage Software",2016,4,15
Croteam,2016,8,15
Dominique Grieshofer,2016,8,16
Relic Entertainment,2013,8,16
BlankMediaGames,2016,9,16
Crate Entertainment,2016,10,16
Kojima Productions,2014,9,16
Frozenbyte,2015,9,16
Ninja Theory,2015,9,16
Running With Scissors,2016,13,16
Kojima Productions,2015,9,16
5th Cell Media,2013,9,16
Galactic Cafe,2016,9,16
Team Meat,2013,12,16
Edge of Reality,2013,9,16
"TT Games,Traveller's Tales",2015,10,16
SmashGames,2015,10,16
Yacht Club Games,2014,10,16
Puny Human,2014,10,16
Introversion Software,2016,11,16
"Monolith Productions, Inc.",2016,9,16
Croteam,2015,9,16
Boneloaf,2015,11,16
"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2016,10,16
Messhof,2014,10,16
"Signal Studios,Smart Ghost",2015,7,16
Ubisoft Montpellier,2015,12,16
Fishing Planet LLC,2015,10,16
Arrowhead Game Studios,2016,11,16
Digital Confectioners,2016,9,16
FireFly Studios,2015,7,16
Messhof,2015,7,16
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2016,13,16
Vostok Games,2015,10,16
"Io-Interactive A/S,Feral Interactive (Mac)",2013,10,16
Freakinware Studios,2016,13,16
Croteam,2014,9,16
Eugen Systems,2013,10,16
Oddworld Inhabitants,2015,9,16
Gas Powered Games,2015,9,16
"CAPCOM Co., Ltd.",2015,13,16
Mouldy Toof Studios,2014,9,16
Fatshark,2016,9,16
Gearbox Software,2012,11,16
Krillbite Studio,2015,12,17
Prism Game Studios Ltd.,2016,10,17
Stegersaurus Software Inc.,2015,10,17
Star Gem Inc.,2015,12,17
"FIX Korea, Co.LTD,FIX Games, Co. LTD",2016,9,17
Playdead,2016,9,17
Going Loud Studios,2013,9,17
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014,14,17
Remedy Entertainment,2013,10,17
Ensemble Studios,2016,11,17
EA Los Angeles,2014,8,17
Deep Silver Volition,2016,10,17
Hardsuit Labs,2016,8,17
The Men Who Wear Many Hats,2014,11,17
Big Corporation,2016,10,17
"Infinity Ward,Aspyr (Mac)",2016,13,17
Vlambeer,2016,15,17
Pandemic Studios,2016,11,17
Ragequit Corporation,2014,14,17
Holy Priest,2015,13,17
"Shokunin,Thomas M. Visser,Vincent Thiele",2016,9,17
Bohemia Interactive,2012,10,17
Oovee® Game Studios,2015,10,17
TB Games,2015,9,17
PixelTail Games,2016,9,17
SEGA,2015,11,17
Dovetail Games,2014,6,17
Pandemic Studios,2013,10,17
Dragonfly,2013,10,17
Landon Podbielski,2015,10,17
"Noio,Licorice",2016,10,18
Infinity Ward,2015,9,18
Transhuman Design,2013,9,18
AMPLITUDE Studios,2015,14,18
Frozenbyte,2013,9,18
4A Games,2016,11,18
Bankroll Studios,2015,18,18
CodeBrush Games,2015,11,18
Turtle Rock Studios,2014,12,18
Edge Case Games Ltd.,2016,8,18
Everything Unlimited Ltd.,2016,11,18
"Jundroo, LLC",2016,9,18
"2K Boston,2K Australia",2013,10,18
Zombie Panic Team,2013,12,18
Nadeo,2014,8,18
Might and Delight,2014,9,18
Digital Confectioners,2014,11,18
Hoobalugalar_X,2015,10,18
Team17 Digital Ltd,2014,12,18
"Mine Loader Software Co., Ltd.",2014,13,18
"FromSoftware, Inc",2016,12,18
Eyzi,2015,15,18
Soviet Games,2014,10,18
Big Robot Ltd,2014,10,18
"Tomi Maarela,Elias Viglione",2015,15,19
Uber Entertainment,2014,10,19
"The Creative Assembly,Feral Interactive (Mac)",2014,12,19
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2013,14,19
Traveller's Tales,2015,9,19
Uber Entertainment,2013,12,19
Fistful of Frags Team,2016,12,19
Hoobalugalar_X,2016,8,19
X-Legend,2015,9,19
Edmund McMillen and Florian Himsl,2012,11,19
"2K Czech,Feral Interactive (Mac)",2015,13,19
Flying Wild Hog,2014,11,19
Dinosaur Polo Club,2015,10,19
Freakinware Studios,2015,9,19
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2016,15,19
Avalanche Studios,2012,12,19
Rooster Teeth Games,2016,10,19
"WB Games Montreal,Splash Damage",2015,15,19
"Rocksteady Studios,Feral Interactive (Mac)",2016,10,19
Going Loud Studios,2014,10,19
Robot Entertainment,2013,12,19
Frictional Games,2015,18,19
Rockstar New England,2014,12,19
"Standing Stone Games, LLC",2014,12,19
Square Enix,2013,10,20
Evil Tortilla Games,2016,18,20
U.S. Army,2014,11,20
Oddworld Inhabitants,2014,11,20
Ice Water Games,2015,11,20
"2K Czech,Feral Interactive (Mac)",2014,14,20
"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013,11,20
"SNK CORPORATION,DotEmu",2014,14,20
Galactic Cafe,2015,12,20
Hinterland Studio Inc.,2014,11,20
"Infinity Ward,Aspyr (Mac)",2013,12,20
Nexon,2013,10,20
Microblast Games,2015,9,20
Power of 2,2014,13,20
DrinkBox Studios,2014,9,20
Entrada Interactive LLC,2016,9,20
InvertMouse,2015,11,20
Greenheart Games,2016,9,20
Konami Digital Entertainment,2016,15,20
"Tequila Works, S.L.",2014,11,20
Paradox Development Studio,2013,13,20
the whale husband,2015,12,20
"Codemasters Racing,Feral Interactive (Mac)",2014,10,21
"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2016,16,21
Double Fine Productions,2013,12,21
Transhuman Design,2014,11,21
Phosphor Games Studio,2015,8,21
Synergy Team,2014,11,21
"Deep Silver Volition,High Voltage Software",2015,12,21
SCS Software,2013,11,21
Playdead,2013,13,21
DICE,2013,14,21
Hardsuit Labs,2012,12,21
X-Legend,2014,12,21
Tomorrow Corporation,2013,13,21
Haemimont Games,2016,10,21
Larian Studios,2014,12,21
Archive Entertainment,2014,9,21
Hinterland Studio Inc.,2016,11,21
Trion Worlds,2013,11,21
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2015,15,21
CD PROJEKT RED,2015,11,21
Proton Studio Inc,2015,11,21
Gearbox Software,2013,11,21
Gearbox Software,2015,12,21
Remedy Entertainment,2014,14,21
Keen Software House,2015,11,21
Shining Rock Software LLC,2015,14,22
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2015,17,22
Crows Crows Crows,2015,13,22
"SkyBox Labs,Big Huge Games",2014,12,22
"Hopoo Games, LLC",2016,14,22
Lag Studios,2015,17,22
Lino Slahuschek,2015,14,22
3909,2016,14,22
Team Psykskallar,2013,29,22
Edge Case Games Ltd.,2015,14,22
Tomorrow Corporation,2015,12,22
Gone North Games,2016,9,22
Ubisoft Toronto,2014,11,22
Runic Games,2015,12,22
Zero Point Software,2014,11,22
LucasArts,2015,12,22
Zombie Panic Team,2014,13,22
Giants Software,2014,14,22
Ironhide Game Studio,2014,11,22
Frictional Games,2014,21,22
Reloaded Productions,2016,12,22
Suspicious Developments,2013,11,22
Team Psykskallar,2016,15,22
NotGames,2015,15,22
Stainless Games Ltd.,2015,8,22
Stainless Games,2014,10,22
Torn Banner Studios,2016,8,22
Daniel Mullins Games,2016,11,22
3909,2013,13,22
Zero Point Software,2015,13,23
Coffee Stain Studios,2016,15,23
"Monolith Productions, Inc.",2013,17,23
Cellar Door Games,2013,12,23
Team Reptile,2014,12,23
Rebellion,2013,13,23
Tripwire Interactive,2012,21,23
Team Psykskallar,2015,25,23
"Monolith Productions, Inc.",2015,13,23
Dragonfly,2014,14,23
Supergiant Games,2016,15,23
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013,17,23
Freebird Games,2015,16,23
Grey Havens,2016,11,23
Stainless Games Ltd.,2016,13,23
"WB Games Montreal,Splash Damage",2013,13,23
Carbon Games,2015,13,23
CodeBrush Games,2014,15,23
Eko Software,2015,13,23
Offworld Industries,2016,16,23
"Rocketeer Games Studio, LLC",2015,9,23
Undead Labs,2013,14,23
Arkane Studios,2016,18,23
Edmund McMillen and Florian Himsl,2015,20,23
Rooster Teeth Games,2015,13,24
Ubisoft Montpellier,2014,17,24
Unknown Worlds Entertainment,2013,17,24
Bethesda Game Studios,2013,16,24
Eugen Systems,2014,16,24
David OReilly,2015,15,24
Dovetail Games,2015,9,24
Eko Software,2014,12,24
"Trek Industries, Inc",2016,17,24
Carbon Games,2013,14,24
Bitbox Ltd.,2014,9,24
Outerlight Ltd.,2014,17,24
Necrophone Games,2014,12,24
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2016,16,24
BioWare,2013,12,24
"Ironclad Games,Stardock Entertainment",2014,14,24
Bithell Games,2014,14,24
Kyle Seeley,2016,21,24
Capcom Game Studio Vancouver,2014,13,24
Red Hook Studios,2015,19,24
Spasman Games,2015,13,24
Uber Entertainment,2015,10,24
Red Barrels,2015,24,24
FromSoftware,2016,27,25
marbenx,2015,16,25
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2016,14,25
Lionhead Studios,2014,14,25
JDM4iK,2016,11,25
Haemimont Games,2015,12,25
Capcom,2015,18,25
David OReilly,2014,14,25
Trion Worlds,2014,10,25
Archive Entertainment,2013,11,25
Fatshark,2015,15,25
Free Reign Entertainment,2015,10,25
SEGA,2014,14,25
4A Games,2015,17,25
Awesome Games Studio,2016,13,25
Ensemble Studios,2014,14,25
Robot Entertainment,2014,15,26
OVERKILL - a Starbreeze Studio.,2014,12,26
"Vanguard Games,343 Industries",2014,13,26
Double Fine Productions,2015,13,26
Double Action Factory,2014,22,26
Digitalmindsoft,2015,13,26
Minor Key Games,2014,15,26
Arrowhead Game Studios,2015,17,26
Gas Powered Games,2014,13,26
"Eidos-Montréal,Feral Interactive (Mac)",2014,15,26
"2K Boston,2K Australia",2015,17,26
Axolot Games,2016,12,27
Prism Game Studios Ltd.,2015,16,27
"Io-Interactive A/S,Feral Interactive (Mac)",2015,19,27
"Eidos Montreal,Feral Interactive (Mac)",2014,17,27
Terry Cavanagh,2015,23,27
Invent4 Entertainment,2016,21,27
Frozenbyte,2014,15,27
Silver Dollar Games,2015,16,27
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014,20,27
Suspicious Developments,2015,15,27
Hinterland Studio Inc.,2015,19,27
Jagex Limited,2016,7,27
Free Lives,2016,20,27
Sumo Digital,2013,19,27
Machine Games,2015,15,27
Wild Shadow Studios,2012,19,27
Crowbar Collective,2015,14,28
Poppermost Productions,2016,15,28
Blacklight Interactive,2016,18,28
Nexon,2016,14,28
FireFly Studios,2014,12,28
Yager Development,2013,16,28
Gearbox Software,2016,15,28
Rockstar Games,2015,18,28
Ubisoft,2016,15,28
AMPLITUDE Studios,2014,17,28
"NetherRealm Studios,High Voltage Software",2014,17,28
Positech Games,2014,14,28
Trendy Entertainment,2014,16,28
Dylan Fitterer,2013,17,28
Team Meat,2015,19,28
Rocksteady Studios,2016,13,28
Arrowhead Game Studios,2013,20,28
Ludeon Studios,2016,15,28
Stridemann,2014,18,29
800 North and Digital Ranch,2013,19,29
Vitali Kirpu,2014,19,29
"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",2016,15,29
Hi-Rez Studios,2013,20,29
"Avalanche Studios,Feral Interactive (Mac/Linux)",2016,20,29
"Bluehole, Inc.",2016,18,29
Hi-Rez Studios,2014,17,29
Awesome Games Studio,2015,14,29
Techland,2014,17,29
Gaijin Games,2014,16,29
"Nicalis, Inc.",2016,18,30
"Hopoo Games, LLC",2013,19,30
Doctor Entertainment AB,2015,11,30
"Nicalis, Inc.,Edmund McMillen",2015,22,30
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2015,18,30
Team Meat,2014,22,30
Bugbear,2014,18,30
Star Gem Inc.,2014,17,30
The Behemoth,2013,21,30
Polytron Corporation,2014,16,30
Dennaton Games,2016,23,31
Dylan Fitterer,2014,18,31
PlatinumGames,2014,19,31
Gearbox Software,2014,17,31
Creative Assembly,2013,16,31
WARTEAM,2015,9,31
No More Room in Hell Team,2016,23,31
Square Enix,2016,15,31
Greenheart Games,2015,16,32
Supergiant Games,2013,17,32
DICE,2015,22,32
11 bit studios,2015,31,32
Crytek,2016,22,32
"IMCGAMES Co.,Ltd.",2016,10,32
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2015,19,32
SnoutUp,2016,20,32
Robot Entertainment,2016,17,32
800 North and Digital Ranch,2014,21,32
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014,22,33
Rockstar Studios,2014,20,33
Lab Zero Games,2014,25,33
"FIX Korea, Co.LTD,FIX Games, Co. LTD",2013,19,33
Tripwire Interactive,2011,20,33
Facepunch Studios,2011,19,33
FromSoftware,2013,24,33
Muse Games,2015,21,33
Invent4 Entertainment,2014,23,33
Section Studios,2015,20,33
Rebellion,2016,19,33
Relic Entertainment,2014,23,33
Bossa Studios,2015,21,33
"IO Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",2016,18,33
Alexander Bruce,2014,20,33
"Gearbox Software,Aspyr (Mac &amp; Linux)",2012,18,33
Oovee® Game Studios,2014,23,34
United Front Games,2013,19,34
Secret Exit Ltd.,2014,19,34
Arkane Studios,2013,24,34
Machine Games,2014,21,34
Relic Entertainment,2015,20,34
"M2H,Blackmill Games",2016,24,34
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2013,18,34
FromSoftware,2015,39,34
Telltale Games,2012,22,35
Alexander Bruce,2013,18,35
TaleWorlds Entertainment,2016,24,35
Sven Co-op Team,2016,25,35
Double Action Factory,2015,24,35
OVERKILL Software,2015,25,35
Unknown Worlds Entertainment,2014,23,36
"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015,23,36
"Infinity Ward,Aspyr (Mac)",2015,24,36
id Software,2015,24,36
Atelier 801,2015,21,36
Yager Development,2014,29,36
BlankMediaGames,2015,24,36
Grey Havens,2015,18,36
BioWare,2014,21,36
Colossal Order Ltd.,2016,18,37
Valve,2010,21,37
Infinity Ward,2013,13,37
Greenheart Games,2013,22,37
Klei Entertainment,2016,28,37
Playsaurus,2016,22,37
Re-Logic,2011,25,37
Noble Empire Corp.,2014,18,37
Ubisoft,2015,12,37
Young Horses,2014,25,38
Awesome Games Studio,2014,21,38
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2015,29,38
Cellar Door Games,2014,21,39
Subset Games,2015,27,39
Obsidian Entertainment,2013,21,39
Cryptic Studios,2015,16,39
CyberConnect2 Co. Ltd.,2014,23,39
Zenimax Online Studios,2015,20,39
Pandemic Studios,2015,28,39
Daybreak Game Company,2012,21,39
Treyarch,2013,22,39
Monomi Park,2016,22,40
The Behemoth,2016,27,40
Cryptic Studios,2013,23,40
Maxis™,2014,21,40
Haemimont Games,2014,24,40
"Sledgehammer Games,Raven Software",2014,20,40
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2013,26,40
Ndemic Creations,2014,27,40
DoubleDutch Games,2014,24,40
Dennaton Games,2013,24,41
Silver Dollar Games,2014,25,41
Hyper Hippo Games,2016,23,41
OVERKILL Software,2013,25,41
Fullbright,2014,17,41
Starbreeze Studios AB,2014,23,42
"M2H,Blackmill Games",2014,25,42
"FromSoftware, Inc",2015,27,42
Vlambeer,2015,32,42
Jagex Limited,2015,13,42
Crytek,2015,21,42
Wild Shadow Studios,2013,24,42
Supergiant Games,2015,24,42
Subset Games,2013,30,42
Nabi Studios,2015,27,42
Reloaded Productions,2013,25,42
5th Cell Media,2014,25,42
Capcom,2014,30,42
"FIX Korea, Co.LTD,FIX Games, Co. LTD",2015,24,42
Bossa Studios,2013,29,43
RobTop Games,2016,26,43
Rockstar Games,2014,24,43
"Trion Worlds, Inc.",2014,25,43
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015,24,43
Ronimo Games,2015,28,43
OVERKILL - a Starbreeze Studio.,2016,22,43
